pinyin,counts,zi
wu2,79,㷻㹳㻍䉑䍢䓊䦜䫓䮏亡侉俉務吳吴吾呉唔墲娪峿幠廡憮捂无梧橆毋母洖浯無牾珸璑瞀祦禑芜茣莁蕪蜈蝥蟱譕郚鋘鋙铻鯃鵐鷡鹀鼯齬𠘻𡷤𢃀𢋹𢓲𣟒𤭑𥕻𥭠𥲐𦌬𦥁𦨳𦷽𧳎𨼊𨿏𩒾𩳌𩶭𩺰𩻚
wu3,83,㐅㑄㒇㚢㬳㵲䒉䟼䡧䳇乄五仵伍侮俉倵儛務午呒啎嘸埡堥塢妩娒娬嫵庑廡忤怃憮捂摀旿橆武母潕熓牾玝珷瑦甒瞴碔膴舞蕪躌迕逜陚鵡鹉𠥢𠯃𠵦𡈞𢑟𢘃𢜮𢨂𢩈𢫸𣲘𣺀𤆡𤸼𥕻𦌬𧴇𧺴𧽋𨖴𨡡𨶇𩠟𩵱
wu4,124,㐳㘬㡔㽾䀛䁷䃖䎸䑁䛩䜑䦍䨁䳱乌仡伆兀务務勿卼唔嗚噁坞塢奦娪婺寤屼岉嵍嵨忢忤恶悞悟悮惡戊扤揾敄旄旿晤杌柮梧沕渞溩烏焐熃物珷痦矹窹笏粅芴蘁蝥誤误迕逜鋈阢隖雺雾霚霧霿靰騖骛鶩鹜鼿齀𠒄𠼘𡬫𡯇𡵉𢄓𢗳𢙁𢝴𣨓𣬽𣯎𤕘𤵐𥎈𥏒𥒀𥾕𦆞𦎦𦨉𦬂𧈭𧎄𧎻𧐙𧰈𧿉𨂣𨑥𨧗𨨡𨲬𩄯𩓦𩗽𩝕
wu5,1,錻
xi1,330,㓾㕃㕧㗩㗭㘊㚀㛓㛫㛭㜎㜯㩉㩦㪧㬛㮩㯕㰻㰿㱆㱤㲸㴔㴧㶉㶼㺣㾷㿽䁯䂀䏩䐅䐖䒊䖒䖷䙵䚙䚿䛊䛥䟇䣛䧿䨛䨳䭒䯜䳶䵱䶋俙傒僖兮凞卤卥厀吚吸咥咦咭唏唽喜嘻噏夕奚娭媐嬆嬉屎屖嵠嶲巂巇希徆徯忚怸恓息悉悕惁惜憘憙戲扱扸撕昔晞晰晳暿曦析栖桸棲榽樨橀欷歙氥汐浠淅渓溪潝烯焁焈焟焬煕熄熈熙熹熺熻燍燨爔牺犀犠犧狶猎獻琋瘜皙睎瞦矽硒碏磎礂禧稀穸窸粞糦緆縘繥羛義羲翕翖肸肹脅腊膝舾茜莃菥蒠虒蜤蜥螅螇蟋蠵裼西覀觹觽觿訢詑誒譆谿豀豨豯貕赥蹊遟邜郗鄎酅醯釐釸錫錯鏭鑴锡隵雟餏餙饻鯑鱚鵗鸂鼷𠆱𠔃𠔍𠘕𠜗𠟊𠨚𠩺𠬬𠴭𠶨𠺒𡁱𡏛𡗞𡗳𡘡𡡒𡩤𡳚𡻎𢀊𢋼𢑧𢗴𢜣𢠹𢡁𢨟𢬾𢹍𣅾𣎮𣟵𣢁𣢂𣢇𣢍𣢎𣢑𣤳𣤴𣨗𤃪𤄬𤇴𤓔𤓚𤠓𤡡𤡯𤢀𤥒𤬕𤬘𤮆𤮙𤲺𤳥𤶈𤶰𤷡𤹊𤺊𥄖𥄛𥈻𥋟𥰝𦐠𦙝𦜱𦞽𦠪𦤈𦩭𦮐𦼗𧀬𧈼𧥤𧦭𧯗𧲘𧳐𧶖𧹨𧻶𧿝𨀙𨋦𨡂𨳛𨵎𨻁𨿛𩅖𩒽𩗊𩗱𩭡𩽨𩾼𪃼𪄛
xi2,69,㔒㠄㦻㩗㽯㿇䏮䒁䚫䫣习喺媳嵇嶍席徯擊椺槢檄漝濕習莔蒵蓆薂蜴蝷袭褶襲覡觋謑謵趘郋鎴隰雭霫飁騱騽驨鰓鰼鳛鼳𠅤𢙅𣒃𣳬𥱵𥺚𦪿𦸚𧋐𧐔𧿅𨛳𨻥𩲁𪄶𪓷𪕯𫘬
xi3,64,䈢䢄喜囍壐奊嬉屣徙憘憙暿杫枲橲歖洒洗漇灑玺璽瓕矖禧縰纚葈葸蓰蟢諰謑蹝躧釐鈢鉨鉩銑铣鱚𠉢𠪙𡅕𢊚𢒩𢒲𣯪𤟧𤤱𤨐𦂅𦱓𧣩𧺨𨜐𨞘𨮪𩎉𪖥𫍰𬭳𬶮
xi4,166,㑶㙾㚛㜎㞒㣟㤅㤸㦦㨙㭡㰥㱇㸍㾙㿇䀌䈪䊠䐼䓇䙎䚷䛥䜁䧍䨳䬣䮎䲪䵱係傒匸卌卻呬呰咥嚊嚱塈墍屃屭忥怬恄愾慀戏戯戱戲摡既椞欪欯氣滊潟澙熂犔盻矽磶禊稧系細綌繫细绤舃舄蒵蔇蕮虩衋覤謚赩趇郄郤釳鈒闟阋隙隟霼餼饩鬩黖𠜗𠤴𠦌𠦜𡃢𡘐𡙋𡜧𡝧𡦎𡶯𢟪𢤋𢧽𢨟𢭁𣚔𣢓𣣉𣤢𣳦𤄎𤌷𤡬𥇛𥈜𥋁𥎃𥪦𥮬𥰥𥻥𥿭𦃝𦞝𦷲𧂙𧈅𧈈𧈍𧉁𧎵𧚃𧤟𧦁𧧹𧪢𧬈𧬊𧯈𧯊𧱲𧹶𧹽𨐛𨝫𨰿𨳿𨷘𩊿𩍆𩎥𩛹𩦇𩿛𪅲
xia1,34,㔠㗿㦆㰨㰰㾎䠍傄呀呷岈毳煆疨瘕瞎虲虾蝦谺閕颬魻鰕𠽫𣢗𤗭𥁆𧇍𧦎𧪕𧯋𨳉𩮂
xia2,107,㗇㘡㛍㮫㰺㽠䒠䖎䖖䘥䛅䞩䦖䪗䫗䯟侠俠假匣叚嗑埉夾峡峽徦押捾搳敮斜暇柙欱歃浹炠烚狎狭狹珨瑕睱硖硤碬磍祫笚筪給縀縖翈舝舺葭蕸螛赮轄辖遐郃鍜鎋陜陿霞騢魻鶷黠𠖹𠢆𠩘𡈮𢈙𢈤𢑓𢘉𢚌𢝅𢻗𣹱𤙇𤪆𤪍𥯾𥰶𦦕𦵯𦾏𧆥𧔂𧕱𨲑𩉾𩎲𩏓𩐀𩝛𪗾𪘁𪘘
xia3,3,閕閜𠽫
xia4,49,㗿㙈㙤㰺丅下乤假厦吓呼哧唬嗄嚇圷夏夓廈懗昰暇梺煆疜睱罅芐諕謑鎼鏬𠀼𡏘𡨄𡺷𢗄𢩹𤗭𤟝𥻴𧈄𧪹𧫒𨩽𨻲𨽯𩄗𪄂
xian1,112,㔾㰹㲔㷿㸝㺤㾾㿌䂅䄳䆎䉳䊱䩂䯭䯹䵌仙仚佡僊僲先嘕奾妗姍姺嬐孅屳廯忺憸掀揱搟攕暹杴枮欦氙珗祆秈籼綅縿繊纎纖纤苮莶薟蘞褼襳跣跹蹮躚酰醶釤銑銛錟鍁铦锨锬韯韱馦鮮鱻鲜鶱𠏓𠏡𠫄𢒆𢕖𢖎𢫿𢹚𣑹𣔙𣞘𣮾𣰷𤈷𥑻𥟕𥬍𦒜𦢙𦧐𦸊𧗹𧫹𧱀𧸂𨁅𨇤𨚾𩈖𪄏𪄷𬸣
xian2,123,㘅㘋㛾㡉㢺㭹㮭㯗㰊㳄㳭㵪䕔䕭䝨䦥䲗䶢伭咁咞咸唌啣嗛堿妶娴娹婱嫌嫺嫻弦慊慳憪挦探撏涎湺溓澖玹甉痫癇癎盷瞯瞷矣碱礥稴絃羬肩胘臤舷藖蚿蛝衔衘誸諴賢贒贤輱醎銜閑閒闲鰔鷳鷴鷼鹇鹹麙𠊏𠓌𠛑𠤕𠷢𠿢𡫹𡰲𡿤𢅮𢎙𢐐𢖋𢛆𢮂𣊺𣢟𤉌𥲋𥻧𦎵𦑘𦠹𦥖𦱁𦽭𧂞𧈁𧼏𨺘𩝈𩤥𩤦𩦂𩱆𪂶𪔩𫍯
xian3,96,㛍㜷㦥㧥㫫㬎㭠㶍㿅䉳䍎䗾䘆䚚䜢䢾䥪䧋䧮䩙仙冼尟尠崄嶮幰彡憲搟攇显櫶毨洒洗濂灑灦烍燹狝猃獫獮玁省礆禒禰筅箲藓蘚蚬蜆譣赻跣軒銑鍌铣险険險韅顕顯鮮鱻鲜𠠁𡗏𡸃𡾮𢁗𢥌𢷑𣕎𣟲𣭡𤓤𤞤𤼂𥜦𥜬𥜲𦭶𧕇𧖙𧾨𨙡𩏩𩨡𩶤
xian4,153,㡾㦑㦓㪇㬗㰹㺌㽉䁂䃱䃸䉯䏹䐄䙹䢭䤼䦘䧋䧟䧮䨘䨷䭑䱤䵇䵤䶟伣俔僩僴县咞哯垷埳壏姭娊娨宪寰岘峴憪憲懢捍搚撊晛梘槏橌涀溓瀗献獻现現県睍硍筧粯糮絤綖綫線縣线缐羡羨脅腺膁臔臽苋莧蜆見见誢譀豏賢軐軒鋧錎鏾闞限陥陷霰顈顯餡饀馅鮮麲黹鼸𠚆𠜎𠯟𠿢𡐖𡒓𡞣𢋮𢕭𢖝𢚀𣆕𤁦𤑃𤟅𤡥𥓒𥙆𥦶𥰳𥻇𥽏𦋈𦩢𧠒𧻒𧾨𨍒𨏥𨐊𨖱𨘙𨘞𨵬𨸄𩆵𩤊𩦹𩧩𩱊𪎉𪾢𬀪
xian5,1,鑦
xiang1,49,㐮䬕乡儴勷厢啌啍廂忀楿欀湘瓖皀相稥箱緗纕缃膷舡芗葙薌蘘襄郷鄉鄊鄕鑲镶香驤骧鱜麘𢪷𤉪𤷼𥫖𩑇𩡄𩡌𩡠𪂼𬙋
xiang2,31,㟄䄈䇨䔗䜶佭庠栙洋瓨祥絴羏翔詳详跭迒降鴹𡹷𢭎𤝷𤭬𤰅𦍲𦍴𦎈𨀘𩾬
xiang3,39,㗽䊑䐟䖮亨享亯响嚮想攘晑曏薌蚃蠁鄉銄響飨餉饗饟饷鮝鯗鱶鲞𠸮𡨇𢞡𤍀𥊾𥿧𦕺𧬰𩝾𩞃𩞥
xiang4,59,㟟䢽䦳䴂傢像勨向嚮塂姠嶑巷曏樣橡潒珦相缿萫蟓衖襐象鄉銗鐌閧闂降項项鬨鱌𢄵𢛖𢠷𣂝𣅰𣨳𣻍𤖽𤩪𥀾𥗵𥣟𥥩𦺣𦺨𧖿𧬰𨉽𨖶𨙵𨛜𨧑𨷄𨷿
xiao1,164,㕺㚠㩋㪣㲖㹲㺒䌃䎄䨭䬒䬘䳂䳋䴛侾俏削叟号呺呼咻哓哨哮唬啋嗃嘐嘮嘵嚣嚻囂婋宯宵庨彇憢捎揱搜撓撨枭枵梟梢橚櫹歊歒毊消潇潚瀟灱灲烋焇熇燆猇獟獢痚痟睄硝硣穘窙箫箾簘簫綃縿绡翛肖脩膮莦萧萷蕭藃虈虓蛸蟂蟏蟰蠨謞謼譊踃逍銷销霄颵騷驍驕骁骹髇髐魈鴞鴵鵁鷍鸮𠈬𠑪𠹎𡟣𡣾𡦝𡯩𡷸𡼚𢓮𢪶𢭦𢸳𣕇𣠎𤑳𤞚𤠖𤡔𤣠𤺃𥆔𦏷𦐺𦟞𧄤𧮻𧱐𧳍𧵱𨊅𨴹𨶅𩋍𩙚𩙮𩧓𩫂𩫳𩱴𩾒𩾓𩾾𪁎
xiao2,29,㚣㬵㮁䒝䟁佼姣崤殽洨淆筊絞胶訤誵郩𠴳𡦝𡧕𢛘𣏠𣔷𤕢𤷤𥾤𦺔𧍂𨠦
xiao3,25,䒕䥵小晓暁曉皛皢筱筿篠簫謏轇𡱉𤽳𥔑𥕾𧡼𧢬𧩮𩵖𩵮𫍲
xiao4,72,㔅㗛㤊㵿㹲㺒䉰䊥䐹䕧俏俲傚効咲哨哮啸嗃嘋嘨嘯奡孝恔效敩斅斆校歗殽涍漻澩熽爻狡笑肖芍茭薂詨誟較霄鷕𠏕𠴡𡥍𡦳𢹳𢽾𣂬𣟇𣤡𣱓𣹝𣿣𤟞𤣌𤿨𥽁𦢩𦦛𦯪𦱜𧱐𨅋𪊷𪛀
xiao5,1,恷
xie1,27,㗨㨝㱔㾚些揳楔歇滊猲獦蝎蠍𡭥𣆟𣒄𣣩𤺎𥌨𥍋𥗧𦪬𧓂𧥤𧳧𨧥𩫲
xie2,144,㐖㖿㙝㙦㢵㥟㨙㩉㩦㩪㭨䀘䁯䋶䓳䔑䕵䙎䙽䝱䡡䦖䩤䬅偕儶劦勰协協叶嗋垥夾奊孈峫恊愶慀拹挟挾接揳搚携摺撷擕擷攜斜旪桔梋歙汁湝熁燲瑎眭絜綊緳纈缬翓耶胁脅脇脋膎苴蝢衺裌襭諧讗谐邪鍱鞋鞵頁頡颉鬹魼鮭鲑龤𠖹𠗉𡀺𡰢𡸔𢂐𢓬𢥘𢯉𢴲𢿡𣣲𣫴𣹩𣻠𤙒𤞡𤢺𤣑𤮯𤱷𥆥𥊯𥝖𥢹𦋅𦚫𦳃𧀺𧏂𧏃𧐃𧑦𧟃𧷑𨁂𨏳𨵚𨵪𨷥𨾗𩋘𩋧𩤠𩰳𩷂𩺫𪆋𪕯
xie3,12,㕐㝍䥱䥾写冩寫藛血𣞐𣬕𧭠
xie4,201,㒠㓔㔎㕐㖑㙰㞒㞕㡜㣯㣰㦪㰔㰡㳦㳿㴬㴮㴽㸉㽊䁋䉏䉣䊝䕈䙊䙝䚸䢡䦏䩧䪥䲒䵦亵伳偞偰僁写卨卸吤唏喈噧塮夑契娎媟寫屑屓屟屧嶰廨徢懈揳暬枻械榍榝榭槷檞欸殺泄泻洩渫溉潰澥瀉瀣灺炧炨烲焎燮爕獬碿祄禼糏紲絏絬緤繲绁缷薢薤蝑蟹蠏褉褻觟解諜謝譮谢豫跬躞躠迦邂隰鞢韰骱齂齘齛齥𠅱𠑄𠢲𠨆𠲊𠸴𠿇𡃂𡄕𡗼𡛶𡞘𡟩𡣹𡤋𡽖𢌀𢖆𢗊𢜨𢞜𢤯𢤰𢬿𢹒𣣶𣽒𤑪𤗈𤡧𤫉𥀺𥇱𥍆𥎎𦁛𦎈𦔼𦖐𦚡𦞚𦩌𦵱𧀢𧌊𧌋𧌖𧍁𧓺𧖁𧛼𧜔𧜵𧝫𧭸𧷧𨄌𨇨𨈙𨤴𨫔𨳚𨼬𩂪𩃖𩍝𩎃𩐁𩐉𩙜𩽍𪍛𪙥𬹼
xin1,56,㖕㛙㭢㽎䅽䛥䜣俽噷噺妡姰嬜廞心忻惞新昕杺欣款歆炘盺芯莘薪訢辛邤鈊鋅鑫锌馨馫𠑰𠷓𡌜𢗀𢠝𢭧𣂗𣂜𣃄𤙖𤙣𦁍𦰸𨊳𩾽𩿃𪀽𫷷
xin2,15,㚯㜦寻尋撢枔橝礥襑鐔镡鬵𤫨𩖣𩖰
xin3,2,伈𨓇
xin4,50,㐰㔤㛛㭄㭡㾙䒖䚱䛨䜗伩信囟孞庍愖憖焮脪興舋芯衅訫軐釁阠顖馸𠔋𡈏𢋆𢩲𣥇𤜢𤣲𤴾𤷓𤹩𦉝𦜓𦞤𦢯𦤟𧗹𧳄𧴢𩒦𩔙𩟍
xin5,1,忄
xing1,45,〇㙚㷣䃏䕟䗌兴垶嫈嬹惺星曐煋狌猩瑆皨箵篂胜腥興蛵觪觲謃騂骍鮏鯹𠬋𡃳𣨾𤏽𤙡𥠀𦂅𦈒𦖤𦩠𧌚𧛟𨌍𨞾
xing2,45,㐩㓝㣜㼛䣆䤯侀刑坓型娙巠形洐滎熒研硎荥行邢郉鈃鉶銒鋞钘铏陉陘餳饧𠀦𡶭𡷨𣸝𤬐𤶲𦈨𦈵𧊞𧊽𧗦𩩋𫰛
xing3,10,㝭㨘䳙擤省睲箵醒𢜫𥨕
xing4,30,㓑㚔㼬䁄䂔䓷䛭䰢倖兴姓婞嬹幸性悻杏涬睲緈臖興荇莕行鋞𢙼𣢝𦢯𩈡
xing5,2,哘裄
xiong1,27,㐫㚾兄兇凶匂匈哅忷恟汹洶胷胸芎訩詾讻賯𦙄𦵡𧘮𧵣𧿖𨥍𩌠𩴂
xiong2,7,䧺熊能赨雄𧞞𧰯
xiong3,2,昫焽
xiong4,24,䠗夐宪敻焸詗诇𠓙𡨳𡪰𡬁𢢹𢿌𣅷𤔫𤛪𥃴𥥧𥦥𦈤𦓈𦬺𧽒𩧊
xiu1,57,㱗㳜㵻㹋㾋䏫䐰䗛䡭休俢修咻庥樇櫹烋烌煦羞脙脩臹茠蓨貅銝鎀鏅飍饈馐髤髹鮴鱃鵂鸺𡔨𡜨𡟞𡯐𢊒𢕦𥌪𥞼𦟤𦪋𧌌𩘭𩛢𩡎𩢮𩭘𩮄𪀪𪘆
xiu2,1,苬
xiu3,12,㱙㽲宿朽滫潃糔綇𢩨𣧬𦈋𪕦
xiu4,33,㗜㾋嗅嚊宿岫峀溴珛琇璓秀綉繍繡绣臭莠螑袖褎褏銹鏅鏥鏽锈齅𢓵𤚯𥝠𧙏𪁮
xuan1,86,㓩㝁㦥㩊㻹䁔䆭䚙䚭䚯䡓䡣䳦亘儇吅咺喧塇媗嬛宣弲愃愋懁揎擐昍昕晅暄暖梋烜煊煖狟瑄睻矎禤箮縇翧翾萱萲蓒蕿藼蘐蜎蝖蠉諠諼譞谖軒轩鋗鍹駽鰚𡈣𡬳𢏧𢙂𢰊𤟿𦐽𦑙𧑩𧤎𧭦𧾎𨀮𨏂𩋱𩕖𩕪𩙽𩤡𫍽𫓶
xuan2,53,㔯㘣㳬㹡㻽䁢䗠䮄䲂䲻䴉䴋儇妶嫙嬛悬懸旋暶檈泫滋漩玄玆玹琁璇璿瓊痃盤縣蜁還鏇𠗻𠣖𠤰𠥞𡈴𡾥𢆯𢳄𣟳𧉎𧐗𧔤𧜽𧟨𩙢𫠊
xuan3,26,㔵㧋㾌䠣咺喛喧撰晅暅烜癣癬选選顈饌𢈋𣉖𣎓𥥾𥶷𦌔𧡚𧡢𩘒
xuan4,78,㦏㧦㯀㳙䀏䃠䍗䍻䘩䛹䝮䧎䩙䩰券夐姰怰揈旋昡楥楦泫洵涓渲澴炫煇玄玹琄眩眴矎碹絃絢絹縼繏绚蔙衒袨讂贙選鉉鏇鐶铉镟鞙颴駨𠵷𢂄𢳄𢿌𤂿𥌭𦈝𦛔𧸾𧾆𧾩𨁁𨊼𨹆𩃚𩉥𩋢𩋫𩑹𩟁𪍧
xue1,20,㔃㔢㗾㻡削哮疶矆蒆薛辥辪靴鞾韡𢪎𥄒𨨺𩋾𪃅
xue2,35,㖸㰒㶅㿱䋉䱑乴噱壆学學岤峃嶨敩斅斈泶澩燢穴茓袕觷踅雤鷽鸴𢯳𢼺𥀣𦥯𧉢𧋍𧸗
xue3,11,㡜㨹䨮樰膤艝轌雪鱈鳕𨂂
xue4,56,㕰㞽㦜㷤䀗䆝䆷䎀䒸䛎䤕䦑䫼䬂䭥吷嚯坹怴桖決泧泬滈瀥炔狘疦瞲血謔谑趐蹻𣎛𣧌𣧡𣧵𣪨𣺭𤀰𤇳𥄎𥄴𥅧𦐍𦰾𧔗𧮞𨑣𨒲𨭁𩌊𩖱𩖶𩶫
xun1,42,䗼䠝䵫勋勛勲勳嚑坃埙塤壎壦姰曛焄煇熏燻爋獯矄窨篔纁臐荤葷蔒薫薰蘍醺駨𡑎𡺕𤑕𤟤𦘶𧰣𩪱𫄸
xun2,90,㖊㜄㡄㨚㰬㵌㽦䀏䋸䖲䘩䙉䡅侚偱咰噚寻尋峋巡廵循恂悛揗撏攳旬杊栒桪樳毥洵浔潭潯灥燂燅燖爓珣璕畃眴紃絢荀荨蕁蟫蟳詢询遁郇鄩馴驯鱏鱘鲟𣌨𣖼𤃺𤛧𤿟𥒘𥙣𥳍𥾡𦅀𦅑𦠅𦳣𧂇𧾝𧾠𧾩𨀴𨼔𩖰𪀠𪀽𬊈𬍤𬘓𬩽
xun4,60,㢲䛜䞊䭀伨侚卂噀壎奞孫巺巽徇愻梭殉殾毥汛洒浚潠濬熏狥狻稄筍蕈訊訓訙训讯賐迅迿逊逡遜鑂鑫顨鶽𠊫𠹀𡿼𢏤𣹯𦫯𧥿𧸩𨺮𩊻𩠇𩷰𩾄𩾧𪇑
xu1,114,㡏㥠㰭㽳䇓䈝䏏䱬于偦吁呼嘔嘘噓圩墟姁媭嬃幁戌揟旴晇朐楈欨欻歔歘湑疞盱眗砉稰窢緰縃繻胥芋蓲蕦藇虗虚虛蝑裇訏諝謣譃谞鑐雩需須頊须顼驉鬚魆魖𠧰𠾫𢄼𢖳𢨁𢨰𢩕𣅤𣚏𣰃𤚉𤟠𤡣𤴙𥈈𥕰𥮪𥳗𦄼𦅏𦈡𦓔𦔰𦘼𦪡𦰰𦰲𦲰𧆜𧙆𧟬𧪮𨂠𨅑𨞣𨬗𨼋𩂉𩑕𩒇𩒧𩓣𩖕𩾊𪆛𪙫𬣙
xu2,11,䍱余俆徐蒣謳邪鉏𣆒𥅺𨌎
xu3,42,㑔㑯㞰䅡䋶䔓䧁偦冔呴咻姁暊栩浒湑滸珝盨稰糈胥蛡訏許詡諿许诩鄦醑𠯜𡹲𤸀𥚩𦠷𧕼𨋾𨍐𩝔𩠋𩰠
xu4,166,㐨㕛㖅㖪㗵㘧㚜㜅㜿㞊㦌㰲㳚㵰㷦㺷䂆䎉䘏䙒䛙䢕䣱䣴䦗䦽䬄䬎䱛䳳伃休伵侐勖勗卹叙咻喣嘼垿壻妶姐婿嶼序怴怵恓恤惐慉掝敍敘旭旮昫朂朐槒欰殈汿沀洫淢湑溆滀漵潊烅烼煦獝珬畜盢瞁瞲矞稸絮続緒緖續绪续聓聟肷芧蓄藇藚蚼規訹賉酗鉥銊馘魣鱮𠆐𠜄𠷙𠹘𡦁𡱣𣊞𣢊𣧵𣨤𣸃𤆞𤇳𤡶𤬱𤭽𤲸𤷇𥄵𥆛𥇏𥇿𥊊𥍟𥎕𥎗𦑍𦕓𦜃𦝳𦯅𧁃𧆡𧊥𧏺𧧓𧶍𧹭𧹴𧼑𨜿𨣦𨴎𨵮𨷔𨹘𨻍𩌮𩌲𩍳𩔴𩔼𩣊𩪉𩽆𪖩𫚈
xu5,1,蓿
ya1,49,㝞㰳㳌㾎䃁䆘丫亞俹压厭吖呀哑啞圧垭埡壓婭孲庘押枒桠椏烏錏鐚铔閘雅鴉鴨鵪鵶鸦鸭𠋗𠜲𣏎𤵭𥇠𨁶𨨙𨸺𩭯𩸋𩿔
ya2,48,㧎㴫㹞㾏䄰伢厑厓吾堐岈崕崖庌拁枒涯漄牙猚玡琊瑘疨睚笌芽蚜衙邪釾雅顔齖𤘅𤘆𤷅𥌚𧓪𧡋𧬬𨖭𩃐𩖁𪗹𪘬𪘲
ya3,19,㿿䪵厊哑唖啞婭庌掗疋痖瘂蕥雅鴉𤴓𤹎𧧝𨁶
ya4,93,㝞㤉㧎㰳䀴䀹䅉䝟䢝䦪䫔䰲䵝亚亜亞俹劜压呾圔圠埡堊壓姶娅婭御挜掗揠札枒椻歇氩氬浥潝牙犽猰玡砑碣磍稏穵窫聐襾訝讶軋輅輵轧迓錏齖齾𠄮𠮜𠵣𡇼𡴭𡶦𡷻𡸗𡹄𡿖𢛄𢛟𢮊𣉩𤸱𥏝𥐕𥒧𦉟𦉧𦜖𧈝𨓴𨹝𩑔𩨠𩮝𪆰𪖐𪘬𪘲
ya5,3,㗇乛呀
yan1,81,㖶㛪㤿㥼㮒㸶䅖䅧䊙䑍䗎䗡䛳䞛䣍偣傿剦厭咽奄嫣嬮崦嶖弇恹懕懨樮橪殗殷洇淊淹湮漹烟焉焑煙燕珚硽篶胭腌臙菸蔫郾鄢醃閹閼阉阏黫黰𠛭𠝢𢤍𣩙𤎄𤟟𤡖𥷀𦎣𦏥𦛞𦝪𧹬𧺅𨣻𨻳𨽑𩈯𩣲𪐘𪑸
yan2,149,㗴㘖㘙㝚㫟㳂㵪㶄㺂㿕㿼䀋䀽䂴䇾䉷䓂䕾䖗䗡䢥䦲䪜䫡䲓䶫严厂厃厳唌啱嚴埏塩壛壧妍姸娫娮孍岩嵒嵓巌巖巗巡延挻揅昖楌檐櫩欕氤汧沿炎炏狠狿琂癌盐研硏碞礹筵簷綖羡羬膁芫莚蔅薟虤蜒衍言訁訮詽讠贗趼郔鉛鋋铅閆閻闫阎阽險顏顔颜鹽麙麣黬𠘥𠰖𡣽𡻡𢉘𢌨𢸴𣡞𣡶𣥡𣭻𣼞𤅸𤖝𤡖𤡥𤢋𤯐𤲩𥕼𥤟𥴿𥶿𦌚𦛣𦫤𧇱𧉮𧍢𧎘𧬌𧴣𧻃𨡄𨤎𨷽𨸮𩩄𩩴𪂈𫄧
yan3,178,㕣㚧㜝㢂㫃㭺䁙䄋䅖䌪䍾䎦䗺䣍䤷䲓䶮乵俨偃儼兖兗剡匽厣厭厴喭噞嚴埯夵奄媕嬐孍屵嵃嶮巘巚广庵弇愝戭扊抁捝掞掩揜晻曮棪椼檿櫩沇沿淊淹渰渷演琰瓛甗眼硽礹縯罨菴萒蝘衍裺褗覃躽遃郾酀酓錟閻阭隁隒靨顩魇魘鰋鶠黡黤黬黭黶鼴鼹齗齞齴龑𠆲𠉬𠍛𠻤𡙶𡹶𡹼𢅠𢇘𢈂𢜰𢯼𢸴𢾑𣃧𣃳𣄉𣄑𣚕𣝎𣼠𤂠𤗎𤟇𤫣𤯇𤸹𥀬𥃩𥃿𥍓𥍻𥜒𥣘𥤴𥦍𥧑𥯃𦁙𦏹𦖈𦧡𧊔𧞣𧠦𧥜𧽉𧽞𧾤𨀅𨁹𨂪𨃰𨆁𨒄𨟹𨠭𨣻𨺥𩇠𩗷𩻖𪒝𪒠𪗙𪗤𪩘𬙂𬸘
yan4,177,㛪㢛㦔㬫㭺㰽㳂㵪㷔㷳㷼䂩䄋䑍䛳䜩䞁䢭䨄䮗䳛䳡䳺䴏䶫但俺偐傿匽厌厭咽唁喭嚥囐堰墕妟姲嬊嬮嬿宴嵃彥彦懕掞掩揞敥晏暥曕曣棪椻殗沿洝涎淡淫溎滟演灎灔灧灩炎烻焔焰焱熖燄燕爓牪猒研砚硏硯艳艶艷葕蔫蜒裺覎觃觾言諺讌讞谚谳豓豔豣贋贗赝趼躽軅這酀酓酽醶醼釅閻隁雁顑餍饜騐験騴驗驠验鬳鳫鳱鴈鴳鷃鷰鹽麲𡚇𢇈𢔂𢜰𣃾𣄝𣡕𤅊𤅸𤒦𤜵𤬝𦁏𦑎𦖧𧩅𨁍𨡎𨡣𨪶𨴣𨶁𨻂𨻳𩃀𩒖𩜽𩩶𩪴𩳢𩸞𩾝𩾸𪁡𪑈𪙊
yang1,31,㒕䱀佒咉央姎怏抰歍殃泱眏秧胦英鉠雵霙鞅鴦鸯𠮴𣐫𤢐𤸡𥃽𦴊𧲱𩲴𪓛𪚻
yang2,81,㟅㦹㬕䁑䖹䬗佯劷垟婸將崵崸徉愓扬揚敭旸昜暘杨样楊氜洋湯炀烊煬玚珜瑒疡痒瘍眻禓羊羏蛘詳諹輰鍚鐊钖阦阳陽霷颺飏鰑鴹鸉𡩶𡹕𢏙𢽕𣉚𤞢𤢮𥂸𥒞𥬴𥳜𦍕𦍹𦭵𦼴𨋽𨒫𨦡𨹈𨽐𩋬𩤟𩴨𪕫
yang3,45,㔦䍩䑆䒋仰佒傟养勜卬咉坱岟慃懩攁映柍楧氧氱洋潒瀁炴痒癢眏礢紻蛘蝆軮鞅養駚𠢴𣃝𦏱𦯒𧓲𧵌𨱝𩊑𩧫
yang4,35,㨾㺊㿮䬺䭐䵮怏恙昂柍样様樣漾瀁烊煬羕詇鞅養𠍵𡠘𡡂𢟣𢵇𣗹𥠜𥥵𦍲𧥴𧫛𨋕𨎔𨖌
yang5,1,羪
yao1,47,㙘䌁䙅䛂䳩么吆咬喓夭妖宎幺徼撽枖楆殀玅由祅約约腰葽要訞邀鴁𠕻𠣑𡆩𡛙𡝩𡢹𡣠𢆷𢆽𣨘𤺃𥹱𦔷𧍔𧷋𨓳𩑗𩜸
